comune,anno,genere,popolazione
Ledro  ,2022,Totale  ,5273
Ledro  ,2023,Maschi  ,2606
Ledro  ,2023,Femmine  ,2720
Ledro  ,2023,Totale  ,5326
Ledro  ,2024,Maschi  ,2651
Ledro  ,2024,Femmine  ,2744
Ledro  ,2024,Totale  ,5395
Levico Terme  ,2022,Maschi  ,3952
Levico Terme  ,2022,Femmine  ,4182
Levico Terme  ,2022,Totale  ,8134
Levico Terme  ,2023,Maschi  ,3973
Levico Terme  ,2023,Femmine  ,4219
Levico Terme  ,2023,Totale  ,8192
Levico Terme  ,2024,Maschi  ,4028
Levico Terme  ,2024,Femmine  ,4236
Levico Terme  ,2024,Totale  ,8264
Livo  ,2022,Maschi  ,403
Livo  ,2022,Femmine  ,378
Livo  ,2022,Totale  ,781
Livo  ,2023,Maschi  ,392
Livo  ,2023,Femmine  ,362
Livo  ,2023,Totale  ,754
Livo  ,2024,Maschi  ,393
Livo  ,2024,Femmine  ,373
Livo  ,2024,Totale  ,766
Lona-Lases  ,2022,Maschi  ,435
Lona-Lases  ,2022,Femmine  ,438
Lona-Lases  ,2022,Totale  ,873
Lona-Lases  ,2023,Maschi  ,430
Lona-Lases  ,2023,Femmine  ,435
Lona-Lases  ,2023,Totale  ,865
Lona-Lases  ,2024,Maschi  ,428
Lona-Lases  ,2024,Femmine  ,435
Lona-Lases  ,2024,Totale  ,863
Luserna  ,2022,Maschi  ,131
Luserna  ,2022,Femmine  ,139
Luserna  ,2022,Totale  ,270
Luserna  ,2023,Maschi  ,130
Luserna  ,2023,Femmine  ,137
Luserna  ,2023,Totale  ,267
Luserna  ,2024,Maschi  ,130
Luserna  ,2024,Femmine  ,137
Luserna  ,2024,Totale  ,267
Madruzzo  ,2022,Maschi  ,1522
Madruzzo  ,2022,Femmine  ,1441
Madruzzo  ,2022,Totale  ,2963
Madruzzo  ,2023,Maschi  ,1520
Madruzzo  ,2023,Femmine  ,1447
Madruzzo  ,2023,Totale  ,2967
Madruzzo  ,2024,Maschi  ,1532
Madruzzo  ,2024,Femmine  ,1459
Madruzzo  ,2024,Totale  ,2991
Malé  ,2022,Maschi  ,1092
Malé  ,2022,Femmine  ,1173
Malé  ,2022,Totale  ,2265
Malé  ,2023,Maschi  ,1094
Malé  ,2023,Femmine  ,1173
Malé  ,2023,Totale  ,2267
Malé  ,2024,Maschi  ,1097
Malé  ,2024,Femmine  ,1169
Malé  ,2024,Totale  ,2266
Massimeno  ,2022,Maschi  ,79
Massimeno  ,2022,Femmine  ,65
Massimeno  ,2022,Totale  ,144
Massimeno  ,2023,Maschi  ,73
Massimeno  ,2023,Femmine  ,65
Massimeno  ,2023,Totale  ,138
Massimeno  ,2024,Maschi  ,74
Massimeno  ,2024,Femmine  ,64
Massimeno  ,2024,Totale  ,138
Mazzin  ,2022,Maschi  ,291
Mazzin  ,2022,Femmine  ,297
Mazzin  ,2022,Totale  ,588
Mazzin  ,2023,Maschi  ,287
Mazzin  ,2023,Femmine  ,306
Mazzin  ,2023,Totale  ,593
Mazzin  ,2024,Maschi  ,293
Mazzin  ,2024,Femmine  ,311
Mazzin  ,2024,Totale  ,604
Mezzana  ,2022,Maschi  ,437
Mezzana  ,2022,Femmine  ,445
Mezzana  ,2022,Totale  ,882
Mezzana  ,2023,Maschi  ,431
Mezzana  ,2023,Femmine  ,447
Mezzana  ,2023,Totale  ,878
Mezzana  ,2024,Maschi  ,431
Mezzana  ,2024,Femmine  ,446
Mezzana  ,2024,Totale  ,877
Mezzano  ,2022,Maschi  ,802
Mezzano  ,2022,Femmine  ,794
Mezzano  ,2022,Totale  ,1596
Mezzano  ,2023,Maschi  ,799
Mezzano  ,2023,Femmine  ,785
Mezzano  ,2023,Totale  ,1584
Mezzano  ,2024,Maschi  ,799
Mezzano  ,2024,Femmine  ,786
Mezzano  ,2024,Totale  ,1585
Mezzocorona  ,2022,Maschi  ,2706
Mezzocorona  ,2022,Femmine  ,2802
Mezzocorona  ,2022,Totale  ,5508
Mezzocorona  ,2023,Maschi  ,2694
Mezzocorona  ,2023,Femmine  ,2782
Mezzocorona  ,2023,Totale  ,5476
Mezzocorona  ,2024,Maschi  ,2701
Mezzocorona  ,2024,Femmine  ,2810
Mezzocorona  ,2024,Totale  ,5511
Mezzolombardo  ,2022,Maschi  ,3679
Mezzolombardo  ,2022,Femmine  ,3766
Mezzolombardo  ,2022,Totale  ,7445
Mezzolombardo  ,2023,Maschi  ,3725
Mezzolombardo  ,2023,Femmine  ,3812
Mezzolombardo  ,2023,Totale  ,7537
Mezzolombardo  ,2024,Maschi  ,3782
Mezzolombardo  ,2024,Femmine  ,3885
Mezzolombardo  ,2024,Totale  ,7667
Moena  ,2022,Maschi  ,1263
Moena  ,2022,Femmine  ,1326
Moena  ,2022,Totale  ,2589
Moena  ,2023,Maschi  ,1259
Moena  ,2023,Femmine  ,1300
Moena  ,2023,Totale  ,2559
Moena  ,2024,Maschi  ,1241
Moena  ,2024,Femmine  ,1296
Moena  ,2024,Totale  ,2537
Molveno  ,2022,Maschi  ,532
Molveno  ,2022,Femmine  ,565
Molveno  ,2022,Totale  ,1097
Molveno  ,2023,Maschi  ,534
Molveno  ,2023,Femmine  ,573
Molveno  ,2023,Totale  ,1107
Molveno  ,2024,Maschi  ,537
Molveno  ,2024,Femmine  ,582
Molveno  ,2024,Totale  ,1119
Mori  ,2022,Maschi  ,4997
Mori  ,2022,Femmine  ,5051
Mori  ,2022,Totale  ,10048
Mori  ,2023,Maschi  ,5050
Mori  ,2023,Femmine  ,5086
Mori  ,2023,Totale  ,10136
Mori  ,2024,Maschi  ,5086
Mori  ,2024,Femmine  ,5122
Mori  ,2024,Totale  ,10208
Nago-Torbole  ,2022,Maschi  ,1386
Nago-Torbole  ,2022,Femmine  ,1436
Nago-Torbole  ,2022,Totale  ,2822
Nago-Torbole  ,2023,Maschi  ,1377
Nago-Torbole  ,2023,Femmine  ,1425
Nago-Torbole  ,2023,Totale  ,2802
Nago-Torbole  ,2024,Maschi  ,1368
Nago-Torbole  ,2024,Femmine  ,1390
Nago-Torbole  ,2024,Totale  ,2758
Nogaredo  ,2022,Maschi  ,1046
Nogaredo  ,2022,Femmine  ,1009
Nogaredo  ,2022,Totale  ,2055
Nogaredo  ,2023,Maschi  ,1061
Nogaredo  ,2023,Femmine  ,1019
Nogaredo  ,2023,Totale  ,2080
Nogaredo  ,2024,Maschi  ,1058
Nogaredo  ,2024,Femmine  ,1013
Nogaredo  ,2024,Totale  ,2071
Nomi  ,2022,Maschi  ,626
Nomi  ,2022,Femmine  ,676
Nomi  ,2022,Totale  ,1302
Nomi  ,2023,Maschi  ,634
Nomi  ,2023,Femmine  ,675
Nomi  ,2023,Totale  ,1309
Nomi  ,2024,Maschi  ,662
Nomi  ,2024,Femmine  ,690
Nomi  ,2024,Totale  ,1352
Novaledo  ,2022,Maschi  ,526
Novaledo  ,2022,Femmine  ,575
Novaledo  ,2022,Totale  ,1101
Novaledo  ,2023,Maschi  ,541
Novaledo  ,2023,Femmine  ,584
Novaledo  ,2023,Totale  ,1125
Novaledo  ,2024,Maschi  ,560
Novaledo  ,2024,Femmine  ,602
Novaledo  ,2024,Totale  ,1162
Novella  ,2022,Maschi  ,1822
Novella  ,2022,Femmine  ,1759
Novella  ,2022,Totale  ,3581
Novella  ,2023,Maschi  ,1831
Novella  ,2023,Femmine  ,1764
Novella  ,2023,Totale  ,3595
Novella  ,2024,Maschi  ,1837
Novella  ,2024,Femmine  ,1769
Novella  ,2024,Totale  ,3606
Ospedaletto  ,2022,Maschi  ,406
Ospedaletto  ,2022,Femmine  ,379
Ospedaletto  ,2022,Totale  ,785
Ospedaletto  ,2023,Maschi  ,414
Ospedaletto  ,2023,Femmine  ,382
Ospedaletto  ,2023,Totale  ,796
Ospedaletto  ,2024,Maschi  ,419
Ospedaletto  ,2024,Femmine  ,389
Ospedaletto  ,2024,Totale  ,808
Ossana  ,2022,Maschi  ,388
Ossana  ,2022,Femmine  ,434
Ossana  ,2022,Totale  ,822
Ossana  ,2023,Maschi  ,390
Ossana  ,2023,Femmine  ,428
Ossana  ,2023,Totale  ,818
Ossana  ,2024,Maschi  ,405
Ossana  ,2024,Femmine  ,428
Ossana  ,2024,Totale  ,833
Palù del Fersina  ,2022,Maschi  ,86
Palù del Fersina  ,2022,Femmine  ,81
Palù del Fersina  ,2022,Totale  ,167
Palù del Fersina  ,2023,Maschi  ,79
Palù del Fersina  ,2023,Femmine  ,82
Palù del Fersina  ,2023,Totale  ,161
Palù del Fersina  ,2024,Maschi  ,81
Palù del Fersina  ,2024,Femmine  ,78
Palù del Fersina  ,2024,Totale  ,159
Panchià  ,2022,Maschi  ,392
Panchià  ,2022,Femmine  ,417
Panchià  ,2022,Totale  ,809
Panchià  ,2023,Maschi  ,393
Panchià  ,2023,Femmine  ,419
Panchià  ,2023,Totale  ,812
Panchià  ,2024,Maschi  ,394
Panchià  ,2024,Femmine  ,420
Panchià  ,2024,Totale  ,814
Peio  ,2022,Maschi  ,939
Peio  ,2022,Femmine  ,881
Peio  ,2022,Totale  ,1820
Peio  ,2023,Maschi  ,946
Peio  ,2023,Femmine  ,873
Peio  ,2023,Totale  ,1819
Peio  ,2024,Maschi  ,935
Peio  ,2024,Femmine  ,859
Peio  ,2024,Totale  ,1794
Pellizzano  ,2022,Maschi  ,381
Pellizzano  ,2022,Femmine  ,391
Pellizzano  ,2022,Totale  ,772
Pellizzano  ,2023,Maschi  ,386
Pellizzano  ,2023,Femmine  ,404
Pellizzano  ,2023,Totale  ,790
Pellizzano  ,2024,Maschi  ,385
Pellizzano  ,2024,Femmine  ,415
Pellizzano  ,2024,Totale  ,800
Pelugo  ,2022,Maschi  ,190
Pelugo  ,2022,Femmine  ,206
Pelugo  ,2022,Totale  ,396
Pelugo  ,2023,Maschi  ,195
Pelugo  ,2023,Femmine  ,213
Pelugo  ,2023,Totale  ,408
Pelugo  ,2024,Maschi  ,190
Pelugo  ,2024,Femmine  ,207
Pelugo  ,2024,Totale  ,397
Pergine Valsugana  ,2022,Maschi  ,10457
Pergine Valsugana  ,2022,Femmine  ,11026
Pergine Valsugana  ,2022,Totale  ,21483
Pergine Valsugana  ,2023,Maschi  ,10529
Pergine Valsugana  ,2023,Femmine  ,11091
Pergine Valsugana  ,2023,Totale  ,21620
Pergine Valsugana  ,2024,Maschi  ,10579
Pergine Valsugana  ,2024,Femmine  ,11105
Pergine Valsugana  ,2024,Totale  ,21684
Pieve di Bono-Prezzo  ,2022,Maschi  ,709
Pieve di Bono-Prezzo  ,2022,Femmine  ,719
Pieve di Bono-Prezzo  ,2022,Totale  ,1428
Pieve di Bono-Prezzo  ,2023,Maschi  ,722
Pieve di Bono-Prezzo  ,2023,Femmine  ,722
Pieve di Bono-Prezzo  ,2023,Totale  ,1444
Pieve di Bono-Prezzo  ,2024,Maschi  ,728
Pieve di Bono-Prezzo  ,2024,Femmine  ,728
Pieve di Bono-Prezzo  ,2024,Totale  ,1456
Pieve Tesino  ,2022,Maschi  ,331
Pieve Tesino  ,2022,Femmine  ,321
Pieve Tesino  ,2022,Totale  ,652
Pieve Tesino  ,2023,Maschi  ,330
Pieve Tesino  ,2023,Femmine  ,318
Pieve Tesino  ,2023,Totale  ,648
Pieve Tesino  ,2024,Maschi  ,330
Pieve Tesino  ,2024,Femmine  ,324
Pieve Tesino  ,2024,Totale  ,654
Pinzolo  ,2022,Maschi  ,1506
Pinzolo  ,2022,Femmine  ,1555
Pinzolo  ,2022,Totale  ,3061
Pinzolo  ,2023,Maschi  ,1491
Pinzolo  ,2023,Femmine  ,1552
Pinzolo  ,2023,Totale  ,3043
Pinzolo  ,2024,Maschi  ,1481
Pinzolo  ,2024,Femmine  ,1558
Pinzolo  ,2024,Totale  ,3039
Pomarolo  ,2022,Maschi  ,1260
Pomarolo  ,2022,Femmine  ,1196
Pomarolo  ,2022,Totale  ,2456
Pomarolo  ,2023,Maschi  ,1254
Pomarolo  ,2023,Femmine  ,1192
Pomarolo  ,2023,Totale  ,2446
Pomarolo  ,2024,Maschi  ,1250
Pomarolo  ,2024,Femmine  ,1199
Pomarolo  ,2024,Totale  ,2449
Porte di Rendena  ,2022,Maschi  ,893
Porte di Rendena  ,2022,Femmine  ,889
Porte di Rendena  ,2022,Totale  ,1782
Porte di Rendena  ,2023,Maschi  ,892
Porte di Rendena  ,2023,Femmine  ,888
Porte di Rendena  ,2023,Totale  ,1780
Porte di Rendena  ,2024,Maschi  ,917
Porte di Rendena  ,2024,Femmine  ,902
Porte di Rendena  ,2024,Totale  ,1819
Predaia  ,2022,Maschi  ,3398
Predaia  ,2022,Femmine  ,3417
Predaia  ,2022,Totale  ,6815
Predaia  ,2023,Maschi  ,3416
Predaia  ,2023,Femmine  ,3427
Predaia  ,2023,Totale  ,6843
Predaia  ,2024,Maschi  ,3465
Predaia  ,2024,Femmine  ,3438
Predaia  ,2024,Totale  ,6903
Predazzo  ,2022,Maschi  ,2208
Predazzo  ,2022,Femmine  ,2294
Predazzo  ,2022,Totale  ,4502
Predazzo  ,2023,Maschi  ,2206
Predazzo  ,2023,Femmine  ,2300
Predazzo  ,2023,Totale  ,4506
Predazzo  ,2024,Maschi  ,2228
Predazzo  ,2024,Femmine  ,2308
Predazzo  ,2024,Totale  ,4536
Primiero San Martino di Castrozza  ,2022,Maschi  ,2557
Primiero San Martino di Castrozza  ,2022,Femmine  ,2625
Primiero San Martino di Castrozza  ,2022,Totale  ,5182
Primiero San Martino di Castrozza  ,2023,Maschi  ,2533
Primiero San Martino di Castrozza  ,2023,Femmine  ,2594
Primiero San Martino di Castrozza  ,2023,Totale  ,5127
Primiero San Martino di Castrozza  ,2024,Maschi  ,2457
Primiero San Martino di Castrozza  ,2024,Femmine  ,2526
Primiero San Martino di Castrozza  ,2024,Totale  ,4983
Rabbi  ,2022,Maschi  ,692
Rabbi  ,2022,Femmine  ,653
Rabbi  ,2022,Totale  ,1345
Rabbi  ,2023,Maschi  ,695
Rabbi  ,2023,Femmine  ,660
Rabbi  ,2023,Totale  ,1355
Rabbi  ,2024,Maschi  ,703
Rabbi  ,2024,Femmine  ,669
Rabbi  ,2024,Totale  ,1372
Riva del Garda  ,2022,Maschi  ,8519
Riva del Garda  ,2022,Femmine  ,9223
Riva del Garda  ,2022,Totale  ,17742
Riva del Garda  ,2023,Maschi  ,8543
Riva del Garda  ,2023,Femmine  ,9286
Riva del Garda  ,2023,Totale  ,17829
Riva del Garda  ,2024,Maschi  ,8549
Riva del Garda  ,2024,Femmine  ,9309
Riva del Garda  ,2024,Totale  ,17858
Romeno  ,2022,Maschi  ,722
Romeno  ,2022,Femmine  ,675
Romeno  ,2022,Totale  ,1397
Romeno  ,2023,Maschi  ,735
Romeno  ,2023,Femmine  ,717
Romeno  ,2023,Totale  ,1452
Romeno  ,2024,Maschi  ,761
Romeno  ,2024,Femmine  ,736
Romeno  ,2024,Totale  ,1497
Roncegno Terme  ,2022,Maschi  ,1434
Roncegno Terme  ,2022,Femmine  ,1480
Roncegno Terme  ,2022,Totale  ,2914
Roncegno Terme  ,2023,Maschi  ,1454
Roncegno Terme  ,2023,Femmine  ,1478
Roncegno Terme  ,2023,Totale  ,2932
Roncegno Terme  ,2024,Maschi  ,1462
Roncegno Terme  ,2024,Femmine  ,1478
Roncegno Terme  ,2024,Totale  ,2940
Ronchi Valsugana  ,2022,Maschi  ,240
Ronchi Valsugana  ,2022,Femmine  ,214
Ronchi Valsugana  ,2022,Totale  ,454
Ronchi Valsugana  ,2023,Maschi  ,239
Ronchi Valsugana  ,2023,Femmine  ,210
Ronchi Valsugana  ,2023,Totale  ,449
Ronchi Valsugana  ,2024,Maschi  ,240
Ronchi Valsugana  ,2024,Femmine  ,211
Ronchi Valsugana  ,2024,Totale  ,451
Ronzo-Chienis  ,2022,Maschi  ,525
Ronzo-Chienis  ,2022,Femmine  ,467
Ronzo-Chienis  ,2022,Totale  ,992
Ronzo-Chienis  ,2023,Maschi  ,529
Ronzo-Chienis  ,2023,Femmine  ,469
Ronzo-Chienis  ,2023,Totale  ,998
Ronzo-Chienis  ,2024,Maschi  ,527
Ronzo-Chienis  ,2024,Femmine  ,475
Ronzo-Chienis  ,2024,Totale  ,1002
Ronzone  ,2022,Maschi  ,234
Ronzone  ,2022,Femmine  ,225
Ronzone  ,2022,Totale  ,459
Ronzone  ,2023,Maschi  ,240
Ronzone  ,2023,Femmine  ,233
Ronzone  ,2023,Totale  ,473
Ronzone  ,2024,Maschi  ,246
Ronzone  ,2024,Femmine  ,236
Ronzone  ,2024,Totale  ,482
Roverè della Luna  ,2022,Maschi  ,834
Roverè della Luna  ,2022,Femmine  ,804
Roverè della Luna  ,2022,Totale  ,1638
Roverè della Luna  ,2023,Maschi  ,829
Roverè della Luna  ,2023,Femmine  ,795
Roverè della Luna  ,2023,Totale  ,1624
Roverè della Luna  ,2024,Maschi  ,836
Roverè della Luna  ,2024,Femmine  ,801
Roverè della Luna  ,2024,Totale  ,1637
Rovereto  ,2022,Maschi  ,19052
Rovereto  ,2022,Femmine  ,20714
Rovereto  ,2022,Totale  ,39766
Rovereto  ,2023,Maschi  ,19124
Rovereto  ,2023,Femmine  ,20798
Rovereto  ,2023,Totale  ,39922
Rovereto  ,2024,Maschi  ,19225
Rovereto  ,2024,Femmine  ,20822
Rovereto  ,2024,Totale  ,40047
Ruffrè-Mendola  ,2022,Maschi  ,224
Ruffrè-Mendola  ,2022,Femmine  ,203
Ruffrè-Mendola  ,2022,Totale  ,427
Ruffrè-Mendola  ,2023,Maschi  ,223
Ruffrè-Mendola  ,2023,Femmine  ,198
Ruffrè-Mendola  ,2023,Totale  ,421
Ruffrè-Mendola  ,2024,Maschi  ,224
Ruffrè-Mendola  ,2024,Femmine  ,196
Ruffrè-Mendola  ,2024,Totale  ,420
Rumo  ,2022,Maschi  ,406
Rumo  ,2022,Femmine  ,392
Rumo  ,2022,Totale  ,798
Rumo  ,2023,Maschi  ,406
Rumo  ,2023,Femmine  ,389
Rumo  ,2023,Totale  ,795
Rumo  ,2024,Maschi  ,405
Rumo  ,2024,Femmine  ,383
Rumo  ,2024,Totale  ,788
Sagron Mis  ,2022,Maschi  ,92
Sagron Mis  ,2022,Femmine  ,86
Sagron Mis  ,2022,Totale  ,178
Sagron Mis  ,2023,Maschi  ,91
Sagron Mis  ,2023,Femmine  ,91
Sagron Mis  ,2023,Totale  ,182
Sagron Mis  ,2024,Maschi  ,89
Sagron Mis  ,2024,Femmine  ,88
Sagron Mis  ,2024,Totale  ,177
Samone  ,2022,Maschi  ,286
Samone  ,2022,Femmine  ,258
Samone  ,2022,Totale  ,544
Samone  ,2023,Maschi  ,276
Samone  ,2023,Femmine  ,269
Samone  ,2023,Totale  ,545
Samone  ,2024,Maschi  ,278
Samone  ,2024,Femmine  ,268
Samone  ,2024,Totale  ,546
San Lorenzo Dorsino  ,2022,Maschi  ,785
San Lorenzo Dorsino  ,2022,Femmine  ,787
San Lorenzo Dorsino  ,2022,Totale  ,1572
San Lorenzo Dorsino  ,2023,Maschi  ,791
San Lorenzo Dorsino  ,2023,Femmine  ,786
San Lorenzo Dorsino  ,2023,Totale  ,1577
San Lorenzo Dorsino  ,2024,Maschi  ,784
San Lorenzo Dorsino  ,2024,Femmine  ,791
San Lorenzo Dorsino  ,2024,Totale  ,1575
San Michele all'Adige  ,2022,Maschi  ,2016
San Michele all'Adige  ,2022,Femmine  ,1994
San Michele all'Adige  ,2022,Totale  ,4010
San Michele all'Adige  ,2023,Maschi  ,2030
San Michele all'Adige  ,2023,Femmine  ,2021
San Michele all'Adige  ,2023,Totale  ,4051
San Michele all'Adige  ,2024,Maschi  ,2062
San Michele all'Adige  ,2024,Femmine  ,2039
San Michele all'Adige  ,2024,Totale  ,4101
Sant'Orsola Terme  ,2022,Maschi  ,567
Sant'Orsola Terme  ,2022,Femmine  ,539
Sant'Orsola Terme  ,2022,Totale  ,1106
Sant'Orsola Terme  ,2023,Maschi  ,567
Sant'Orsola Terme  ,2023,Femmine  ,548
Sant'Orsola Terme  ,2023,Totale  ,1115
Sant'Orsola Terme  ,2024,Maschi  ,562
Sant'Orsola Terme  ,2024,Femmine  ,542
Sant'Orsola Terme  ,2024,Totale  ,1104
Sanzeno  ,2022,Maschi  ,456
Sanzeno  ,2022,Femmine  ,463
Sanzeno  ,2022,Totale  ,919
Sanzeno  ,2023,Maschi  ,468
Sanzeno  ,2023,Femmine  ,456
Sanzeno  ,2023,Totale  ,924
Sanzeno  ,2024,Maschi  ,470
Sanzeno  ,2024,Femmine  ,457
Sanzeno  ,2024,Totale  ,927
Sarnonico  ,2022,Maschi  ,403
Sarnonico  ,2022,Femmine  ,392
Sarnonico  ,2022,Totale  ,795
Sarnonico  ,2023,Maschi  ,402
Sarnonico  ,2023,Femmine  ,386
Sarnonico  ,2023,Totale  ,788
Sarnonico  ,2024,Maschi  ,398
Sarnonico  ,2024,Femmine  ,391
Sarnonico  ,2024,Totale  ,789
Scurelle  ,2022,Maschi  ,667
Scurelle  ,2022,Femmine  ,667
Scurelle  ,2022,Totale  ,1334
Scurelle  ,2023,Maschi  ,671
Scurelle  ,2023,Femmine  ,668
Scurelle  ,2023,Totale  ,1339
Scurelle  ,2024,Maschi  ,681
Scurelle  ,2024,Femmine  ,677
Scurelle  ,2024,Totale  ,1358
Segonzano  ,2022,Maschi  ,683
Segonzano  ,2022,Femmine  ,705
Segonzano  ,2022,Totale  ,1388
Segonzano  ,2023,Maschi  ,678
Segonzano  ,2023,Femmine  ,691
Segonzano  ,2023,Totale  ,1369
Segonzano  ,2024,Maschi  ,678
Segonzano  ,2024,Femmine  ,679
Segonzano  ,2024,Totale  ,1357
Sella Giudicarie  ,2022,Maschi  ,1452
Sella Giudicarie  ,2022,Femmine  ,1440
Sella Giudicarie  ,2022,Totale  ,2892
Sella Giudicarie  ,2023,Maschi  ,1458
Sella Giudicarie  ,2023,Femmine  ,1446
Sella Giudicarie  ,2023,Totale  ,2904
Sella Giudicarie  ,2024,Maschi  ,1490
Sella Giudicarie  ,2024,Femmine  ,1458
Sella Giudicarie  ,2024,Totale  ,2948
San Giovanni di Fassa-Sèn Jan  ,2022,Maschi  ,1774
San Giovanni di Fassa-Sèn Jan  ,2022,Femmine  ,1802
San Giovanni di Fassa-Sèn Jan  ,2022,Totale  ,3576
San Giovanni di Fassa-Sèn Jan  ,2023,Maschi  ,1763
San Giovanni di Fassa-Sèn Jan  ,2023,Femmine  ,1804
San Giovanni di Fassa-Sèn Jan  ,2023,Totale  ,3567
San Giovanni di Fassa-Sèn Jan  ,2024,Maschi  ,1767
San Giovanni di Fassa-Sèn Jan  ,2024,Femmine  ,1814
San Giovanni di Fassa-Sèn Jan  ,2024,Totale  ,3581
Sfruz  ,2022,Maschi  ,186
Sfruz  ,2022,Femmine  ,184
Sfruz  ,2022,Totale  ,370
Sfruz  ,2023,Maschi  ,186
Sfruz  ,2023,Femmine  ,179
Sfruz  ,2023,Totale  ,365
Sfruz  ,2024,Maschi  ,181
Sfruz  ,2024,Femmine  ,182
Sfruz  ,2024,Totale  ,363
Soraga di Fassa  ,2022,Maschi  ,360
Soraga di Fassa  ,2022,Femmine  ,335
Soraga di Fassa  ,2022,Totale  ,695
Soraga di Fassa  ,2023,Maschi  ,361
Soraga di Fassa  ,2023,Femmine  ,341
Soraga di Fassa  ,2023,Totale  ,702
Soraga di Fassa  ,2024,Maschi  ,374
Soraga di Fassa  ,2024,Femmine  ,344
Soraga di Fassa  ,2024,Totale  ,718
Sover  ,2022,Maschi  ,406
Sover  ,2022,Femmine  ,367
Sover  ,2022,Totale  ,773
Sover  ,2023,Maschi  ,399
Sover  ,2023,Femmine  ,373
Sover  ,2023,Totale  ,772
Sover  ,2024,Maschi  ,405
Sover  ,2024,Femmine  ,381
Sover  ,2024,Totale  ,786
Spiazzo  ,2022,Maschi  ,612
Spiazzo  ,2022,Femmine  ,634
Spiazzo  ,2022,Totale  ,1246
Spiazzo  ,2023,Maschi  ,626
Spiazzo  ,2023,Femmine  ,644
Spiazzo  ,2023,Totale  ,1270
Spiazzo  ,2024,Maschi  ,627
Spiazzo  ,2024,Femmine  ,639
Spiazzo  ,2024,Totale  ,1266
Spormaggiore  ,2022,Maschi  ,676
Spormaggiore  ,2022,Femmine  ,594
Spormaggiore  ,2022,Totale  ,1270
Spormaggiore  ,2023,Maschi  ,670
Spormaggiore  ,2023,Femmine  ,590
Spormaggiore  ,2023,Totale  ,1260
Spormaggiore  ,2024,Maschi  ,669
Spormaggiore  ,2024,Femmine  ,579
Spormaggiore  ,2024,Totale  ,1248
Sporminore  ,2022,Maschi  ,341
Sporminore  ,2022,Femmine  ,363
Sporminore  ,2022,Totale  ,704
Sporminore  ,2023,Maschi  ,353
Sporminore  ,2023,Femmine  ,361
Sporminore  ,2023,Totale  ,714
Sporminore  ,2024,Maschi  ,356
Sporminore  ,2024,Femmine  ,362
Sporminore  ,2024,Totale  ,718
Stenico  ,2022,Maschi  ,608
Stenico  ,2022,Femmine  ,550
Stenico  ,2022,Totale  ,1158
Stenico  ,2023,Maschi  ,612
Stenico  ,2023,Femmine  ,549
Stenico  ,2023,Totale  ,1161
Stenico  ,2024,Maschi  ,619
Stenico  ,2024,Femmine  ,556
Stenico  ,2024,Totale  ,1175
Storo  ,2022,Maschi  ,2194
Storo  ,2022,Femmine  ,2329
Storo  ,2022,Totale  ,4523
Storo  ,2023,Maschi  ,2195
Storo  ,2023,Femmine  ,2306
Storo  ,2023,Totale  ,4501
Storo  ,2024,Maschi  ,2184
Storo  ,2024,Femmine  ,2293
Storo  ,2024,Totale  ,4477
Strembo  ,2022,Maschi  ,302
Strembo  ,2022,Femmine  ,299
Strembo  ,2022,Totale  ,601
Strembo  ,2023,Maschi  ,303
Strembo  ,2023,Femmine  ,293
Strembo  ,2023,Totale  ,596
Strembo  ,2024,Maschi  ,296
Strembo  ,2024,Femmine  ,286
Strembo  ,2024,Totale  ,582
Telve  ,2022,Maschi  ,922
Telve  ,2022,Femmine  ,964
Telve  ,2022,Totale  ,1886
Telve  ,2023,Maschi  ,933
Telve  ,2023,Femmine  ,975
Telve  ,2023,Totale  ,1908
Telve  ,2024,Maschi  ,942
Telve  ,2024,Femmine  ,963
Telve  ,2024,Totale  ,1905
Telve di Sopra  ,2022,Maschi  ,308
Telve di Sopra  ,2022,Femmine  ,290
Telve di Sopra  ,2022,Totale  ,598
Telve di Sopra  ,2023,Maschi  ,317
Telve di Sopra  ,2023,Femmine  ,294
Telve di Sopra  ,2023,Totale  ,611
Telve di Sopra  ,2024,Maschi  ,322
Telve di Sopra  ,2024,Femmine  ,298
Telve di Sopra  ,2024,Totale  ,620
Tenna  ,2022,Maschi  ,513
Tenna  ,2022,Femmine  ,535
Tenna  ,2022,Totale  ,1048
Tenna  ,2023,Maschi  ,525
Tenna  ,2023,Femmine  ,537
Tenna  ,2023,Totale  ,1062
Tenna  ,2024,Maschi  ,528
Tenna  ,2024,Femmine  ,537
Tenna  ,2024,Totale  ,1065
Tenno  ,2022,Maschi  ,957
Tenno  ,2022,Femmine  ,1027
Tenno  ,2022,Totale  ,1984
Tenno  ,2023,Maschi  ,976
Tenno  ,2023,Femmine  ,1031
Tenno  ,2023,Totale  ,2007
Tenno  ,2024,Maschi  ,992
Tenno  ,2024,Femmine  ,1047
Tenno  ,2024,Totale  ,2039
Terragnolo  ,2022,Maschi  ,364
Terragnolo  ,2022,Femmine  ,341
Terragnolo  ,2022,Totale  ,705
Terragnolo  ,2023,Maschi  ,370
Terragnolo  ,2023,Femmine  ,339
Terragnolo  ,2023,Totale  ,709
Terragnolo  ,2024,Maschi  ,371
Terragnolo  ,2024,Femmine  ,334
Terragnolo  ,2024,Totale  ,705
