anno,comune,alberghieri strutture,alberghieri posti_letto,extra alb. Strutture,extra alb. Posti_letto,tot convenzionali strutture,tot convenzionali posti_letto,all. privati numero,all. privati posti_letto,all.disposizione numero,all. disposizione posti_letto,COMPLESSIVO numero,COMPLESSIVO posti_letto
2021,Caldonazzo,6,252,7,1502,13,1754,140,533,203,591,356,2878
2021,Calliano,1,83,1,22,2,105,0,0,20,49,22,154
2021,Campitello di Fassa0Ciampedel,36,2332,25,1083,61,3415,254,113,430,1952,745,6497
2021,Campodenno,0,0,6,72,6,72,2,14,46,154,54,240
2021,Canal San Bovo,4,104,6,82,10,186,200,803,544,232,754,3309
2021,Canazei0Ćianacëi,86,4749,81,2366,167,7115,478,2176,943,4243,1588,13534
2021,Capriana,1,76,3,25,4,101,66,252,62,240,132,593
2021,Carisolo,8,392,7,442,15,834,438,212,1208,572,1661,8674
2021,Carzano,0,0,4,30,4,30,1,4,7,44,12,78
2021,Castel Condino,0,0,3,48,3,48,52,288,49,216,104,552
2021,Castel Ivano,2,89,9,103,11,192,70,266,132,471,213,929
2021,Castello Tesino,6,186,9,554,15,740,168,708,411,2036,594,3484
2021,Castello0Molina di Fiemme,6,422,11,147,17,569,176,844,338,1654,531,3067
2021,Castelnuovo,0,0,4,60,4,60,0,0,13,72,17,132
2021,Cavalese,25,1677,19,504,44,2181,390,1849,939,4533,1373,8563
2021,Cavareno,5,273,3,117,8,390,122,488,337,1326,467,2204
2021,Cavedago,4,231,4,71,8,302,68,299,95,180,171,781
2021,Cavedine,0,0,8,143,8,143,0,0,150,600,158,743
2021,Cavizzana,0,0,1,7,1,7,0,0,18,60,19,67
2021,Cembra Lisignago,3,119,3,33,6,152,19,58,63,265,88,475
2021,Cimone,0,0,0,0,0,0,0,0,70,254,70,254
2021,Cinte Tesino,0,0,3,70,3,70,79,483,124,696,206,1249
2021,Cis,0,0,1,10,1,10,6,16,15,50,22,76
2021,Civezzano,0,0,1,9,1,9,2,9,81,368,84,386
2021,Cles,2,87,11,197,13,284,31,118,74,281,118,683
2021,Comano Terme,9,672,23,465,32,1137,206,809,185,760,423,2706
2021,Commezzadura,12,721,10,200,22,921,76,421,256,1011,354,2353
2021,Contà,1,20,4,84,5,104,15,60,74,348,94,512
2021,Croviana,0,0,4,103,4,103,56,310,30,180,90,593
2021,Dambel,0,0,0,0,0,0,1,4,16,63,17,67
2021,Denno,1,42,1,16,2,58,1,1,28,91,31,150
2021,Dimaro Folgarida,40,3652,17,343,57,3995,813,4001,714,3315,1584,11311
2021,Drena,1,37,4,183,5,220,7,32,27,116,39,368
2021,Dro,5,254,18,783,23,1037,27,103,46,196,96,1336
2021,Fai della Paganella,14,763,8,141,22,904,233,1133,261,1313,516,335
2021,Fiavè,3,112,5,86,8,198,56,264,121,529,185,991
2021,Fierozzo0Vlarötz,1,16,1,9,2,25,6,21,39,148,47,194
2021,Folgaria,44,3088,24,117,68,4258,1375,7399,1559,7993,3002,1965
2021,Fornace,0,0,0,0,0,0,17,100,68,375,85,475
2021,Frassilongo0Garait,2,40,2,16,4,56,9,25,76,300,89,381
2021,Garniga Terme,1,63,0,0,1,63,21,70,142,568,164,701
2021,Giovo,2,74,6,51,8,125,4,20,22,106,34,251
2021,Giustino,7,416,7,145,14,561,39,265,808,4042,861,4868
2021,Grigno,3,72,1,8,4,80,0,0,92,333,96,413
2021,Imer,4,117,6,450,10,567,128,575,133,569,271,1711
2021,Isera,0,0,5,61,5,61,2,6,79,372,86,439
2021,Lavarone,23,1128,11,762,34,189,439,2188,1223,603,1696,10108
2021,Lavis,4,225,12,228,16,453,2,8,0,0,18,461
2021,Ledro,28,955,47,3889,75,4844,1509,743,852,4238,2436,16512
2021,Levico Terme,34,3002,24,4546,58,7548,447,1897,459,1606,964,11051
2021,Livo,0,0,1,16,1,16,9,34,2,12,12,62
2021,Lona0Lases,1,24,0,0,1,24,6,24,22,88,29,136
2021,Luserna0Lusérn,0,0,1,24,1,24,24,93,54,147,79,264
2021,Madruzzo,1,50,5,71,6,121,48,240,159,709,213,107
2021,Malé,7,527,10,110,17,637,91,318,197,632,305,1587
2021,Massimeno,0,0,1,24,1,24,45,180,57,230,103,434
2021,Mazzin0Mazin,11,729,13,318,24,1047,42,136,1068,4442,1134,5625
2021,Mezzana,13,1743,14,2053,27,3796,357,983,1107,4313,1491,9092
2021,Mezzano,4,161,6,156,10,317,201,855,106,486,317,1658
2021,Mezzocorona,4,173,12,135,16,308,7,36,15,86,38,430
2021,Mezzolombardo,1,25,9,72,10,97,1,4,0,0,11,101
2021,Moena0Moena,54,3286,13,265,67,3551,778,3493,939,3756,1784,108
2021,Molveno,39,2416,16,1008,55,3424,467,2049,58,188,580,5661
2021,Mori,1,19,11,197,12,216,18,98,74,353,104,667
2021,Nago0Torbole,48,2927,42,1821,90,4748,187,752,164,666,441,6166
2021,Nogaredo,0,0,2,31,2,31,3,17,3,16,8,64
2021,Nomi,0,0,0,0,0,0,1,2,0,0,1,2
2021,Novaledo,0,0,0,0,0,0,0,0,16,65,16,65
2021,Novella,3,105,21,295,24,400,50,188,123,451,197,1039
2021,Ospedaletto,0,0,2,6,2,6,6,15,19,58,27,79
2021,Ossana,5,252,7,1015,12,1267,65,260,349,1396,426,2923
2021,Palù del Fersina0Palai en Bersntol,1,24,1,30,2,54,15,53,8,32,25,139
2021,Panchià,6,327,1,6,7,333,69,286,138,609,214,1228
2021,Peio,25,1546,16,966,41,2512,491,2329,582,2827,1114,7668
2021,Pellizzano,3,155,9,193,12,348,74,308,268,1092,354,1748
2021,Pelugo,0,0,2,138,2,138,44,142,52,156,98,436
2021,Pergine Valsugana,12,551,19,1382,31,1933,97,479,182,475,310,2887
2021,Pieve di Bono0Prezzo,3,58,6,261,9,319,81,354,86,374,176,1047
2021,Pieve Tesino,1,16,14,1321,15,1337,134,772,320,1627,469,3736
2021,Pinzolo,92,6274,35,162,127,7894,2765,1205,201,8874,4902,28818
2021,Pomarolo,0,0,1,54,1,54,4,14,22,92,27,160
2021,Porte di Rendena,2,81,3,439,5,520,201,848,319,1336,525,2704
2021,Predaia,6,373,27,622,33,995,570,2515,700,3102,1303,6612
2021,Predazzo,23,1689,20,1919,43,3608,496,2411,790,3955,1329,9974
2021,Primiero San Martino di Castrozza,69,4678,35,1728,104,6406,967,4559,2039,8707,311,19672
2021,Rabbi,4,204,25,622,29,826,138,538,334,1437,501,2801
2021,Riva del Garda,74,6156,105,3949,179,10105,368,1419,501,2021,1048,13545
2021,Romeno,4,152,6,141,10,293,55,220,212,1018,277,1531
2021,Roncegno Terme,7,399,7,134,14,533,93,410,196,686,303,1629
2021,Ronchi Valsugana,1,20,0,0,1,20,0,0,76,304,77,324
2021,Ronzo0Chienis,2,60,4,35,6,95,30,160,190,890,226,1145
2021,Ronzone,3,168,3,45,6,213,96,384,480,191,582,2507
2021,Roverè della Luna,1,24,3,19,4,43,0,0,6,24,10,67
2021,Rovereto,7,517,39,748,46,1265,29,102,306,920,381,2287
2021,Ruffrè0Mendola,3,93,2,23,5,116,31,148,291,128,327,1544
2021,Rumo,2,110,6,62,8,172,69,262,192,730,269,1164
2021,Sagron Mis,1,43,3,9,4,52,32,134,59,266,95,452
2021,Samone,1,25,0,0,1,25,17,86,39,192,57,303
2021,San Giovanni di Fassa0Sen Jan,80,471,71,3548,151,8258,816,3568,1244,5599,2211,17425
2021,San Lorenzo Dorsino,9,501,11,406,20,907,192,792,204,870,416,2569
2021,San Michele all'Adige,2,71,7,87,9,158,0,0,18,94,27,252
2021,Sant'Orsola Terme,1,68,6,68,7,136,89,320,50,188,146,644
2021,Sanzeno,1,39,2,22,3,61,18,75,31,155,52,291
2021,Sarnonico,5,334,2,470,7,804,46,184,125,535,178,1523
2021,Scurelle,1,20,9,157,10,177,0,0,70,287,80,464
2021,Segonzano,1,75,7,164,8,239,4,13,118,459,130,711
2021,Sella Giudicarie,11,529,7,260,18,789,222,909,544,2164,784,3862
2021,Sfruz,1,25,3,86,4,111,37,168,199,904,240,1183
2021,Soraga di Fassa0Soraga,19,964,7,182,26,1146,134,610,177,770,337,2526
2021,Sover,1,48,2,40,3,88,18,64,128,520,149,672
2021,Spiazzo,4,108,7,282,11,390,345,162,526,2104,882,4114
2021,Spormaggiore,3,58,6,74,9,132,30,125,68,302,107,559
2021,Sporminore,2,39,3,27,5,66,7,30,12,53,24,149
2021,Stenico,3,365,7,151,10,516,90,265,270,780,370,1561
2021,Storo,2,101,3,33,5,134,32,110,197,480,234,724
2021,Strembo,2,48,3,69,5,117,406,2842,319,2604,730,5563
2021,Telve,2,58,10,239,12,297,27,140,207,101,246,1447
2021,Telve di Sopra,0,0,0,0,0,0,0,0,50,205,50,205
2021,Tenna,3,153,2,19,5,172,94,440,102,498,201,111
2021,Tenno,8,330,17,519,25,849,66,321,285,1266,376,2436
2021,Terragnolo,0,0,1,12,1,12,24,110,196,805,221,927
2021,Terre d'Adige,0,0,3,21,3,21,1,8,0,0,4,29
2021,Terzolas,1,93,2,42,3,135,25,95,40,144,68,374
2021,Tesero,13,1068,17,555,30,1623,182,819,361,1627,573,4069
2021,Tione di Trento,3,55,6,56,9,111,23,110,159,840,191,1061
2021,Ton,0,0,4,45,4,45,1,3,0,0,5,48
2021,Torcegno,1,46,3,279,4,325,13,43,99,383,116,751
2021,Trambileno,0,0,1,85,1,85,0,0,91,360,92,445
2021,Tre Ville,12,746,8,354,20,11,83,360,816,4405,919,5865
2021,Trento,35,3575,143,2353,178,5928,531,3001,212,1119,921,10048
2021,Valdaone,4,81,14,413,18,494,50,250,147,768,215,1512
2021,Valfloriana,0,0,4,62,4,62,16,72,64,268,84,402
2021,Vallarsa,5,143,3,86,8,229,115,735,575,4025,698,4989
2021,Vallelaghi,5,187,11,663,16,850,30,169,146,674,192,1693
2021,Vermiglio,28,2056,8,321,36,2377,154,559,834,2918,1024,5854
2021,Vignola0Falesina,3,109,2,17,5,126,1,40,127,363,133,529
2021,Villa Lagarina,1,23,7,211,8,234,26,85,241,109,275,1409
2021,Ville d'Anaunia,4,94,15,197,19,291,35,106,28,109,82,506
2021,Ville di Fiemme,13,804,20,823,33,1627,312,1317,1185,5117,153,8061
2021,Volano,0,0,3,19,3,19,0,0,0,0,3,19
2021,Ziano di Fiemme,8,568,5,49,13,617,222,1055,413,1875,648,3547
2021,Provincia,1432,90554,18,74661,3232,165215,25244,115039,44951,199712,73427,479966
2022,Ala,4,123,13,668,17,791,11,52,203,907,231,1750
2022,Albiano,0,0,0,0,0,0,1,4,32,71,33,75
2022,Aldeno,0,0,1,5,1,5,1,2,49,119,51,126
2022,Altavalle,0,0,7,96,7,96,22,89,90,262,119,447
2022,Altopiano della Vigolana,8,333,11,166,19,499,60,235,404,1929,483,2663
2022,Amblar0Don,1,25,4,52,5,77,36,159,196,928,237,1164
2022,Andalo,61,4645,14,548,75,5193,337,1478,629,2516,1041,9187
2022,Arco,19,134,107,5551,126,6891,350,1351,849,2848,1325,11090
2022,Avio,1,25,6,172,7,197,5,22,114,688,126,907
2022,Baselga di Pinè,14,679,14,647,28,1326,291,1109,1002,3324,1321,5759
2022,Bedollo,4,250,6,583,10,833,48,193,213,854,271,1880
2022,Besenello,1,19,1,8,2,27,8,23,108,642,118,692
2022,Bieno,1,25,2,69,3,94,2,16,264,1294,269,1404
2022,Bleggio Superiore,2,27,9,98,11,125,23,84,442,2085,476,2294
2022,Bocenago,1,30,1,4,2,34,29,114,411,1512,442,1660
2022,Bondone,1,19,2,244,3,263,6,27,96,368,105,658
2022,Borgo Chiese,3,101,4,64,7,165,6,22,207,942,220,1129
2022,Borgo d'Anaunia,10,627,14,347,24,974,84,331,628,299,736,1604
2022,Borgo Lares,1,25,1,82,2,107,10,42,90,518,102,667
2022,Borgo Valsugana,1,19,16,410,17,429,30,147,180,898,227,1474
2022,Brentonico,10,747,21,1905,31,2652,35,123,1708,723,1774,3498
2022,Bresimo,0,0,3,55,3,55,5,35,38,252,46,342
2022,Caderzone Terme,4,188,10,217,14,405,43,179,505,1767,562,2351
2022,Calceranica al Lago,4,125,14,3697,18,3822,65,266,196,818,279,4906
2022,Caldes,2,63,7,117,9,180,9,52,171,784,189,1016
2022,Caldonazzo,6,252,9,1531,15,1783,49,221,290,1233,354,3237
2022,Calliano,1,83,1,22,2,105,5,12,112,491,119,608
2022,Campitello di Fassa0Ciampedel,36,2338,26,1107,62,3445,229,112,445,923,736,4480
2022,Campodenno,0,0,7,80,7,80,5,23,78,506,90,609
2022,Canal San Bovo,4,104,6,82,10,186,97,396,992,3907,1099,4489
2022,Canazei0Ćianacëi,86,4746,79,236,165,7106,378,1803,1059,2788,1602,11697
2022,Capriana,1,76,3,25,4,101,3,14,104,309,111,424
2022,Carisolo,8,392,7,355,15,747,161,697,1033,3838,1209,5282
2022,Carzano,0,0,4,30,4,30,0,0,19,102,23,132
2022,Castel Condino,0,0,3,65,3,65,10,45,66,375,79,485
2022,Castel Ivano,2,89,10,110,12,199,11,49,250,1545,273,1793
2022,Castello Tesino,6,186,9,554,15,740,66,341,704,2692,785,3773
2022,Castello0Molina di Fiemme,6,422,10,139,16,561,69,328,386,1156,471,2045
2022,Castelnuovo,0,0,4,60,4,60,0,0,16,112,20,172
2022,Cavalese,26,1705,19,495,45,22,321,1558,1181,3539,1547,5119
2022,Cavareno,6,289,4,124,10,413,33,146,558,2529,601,3088
2022,Cavedago,4,231,5,79,9,310,47,201,353,1412,409,1923
2022,Cavedine,0,0,7,138,7,138,11,46,134,268,152,452
2022,Cavizzana,0,0,1,7,1,7,2,13,27,123,30,143
2022,Cembra Lisignago,3,119,3,33,6,152,8,32,73,146,87,330
2022,Cimone,0,0,0,0,0,0,1,4,94,230,95,234
2022,Cinte Tesino,0,0,2,58,2,58,8,40,214,1179,224,1277
2022,Cis,0,0,2,20,2,20,1,29,12,74,15,123
2022,Civezzano,0,0,2,14,2,14,4,16,146,826,152,856
2022,Cles,2,87,11,202,13,289,23,83,209,1179,245,1551
2022,Comano Terme,9,672,24,572,33,1244,160,638,522,2319,715,4201
2022,Commezzadura,12,715,11,209,23,924,46,211,419,1977,488,3112
2022,Contà,1,20,3,64,4,84,6,32,57,367,67,483
2022,Croviana,0,0,4,103,4,103,35,190,89,325,128,618
2022,Dambel,0,0,0,0,0,0,1,3,57,420,58,423
2022,Denno,1,42,1,16,2,58,5,20,48,362,55,440
2022,Dimaro Folgarida,40,3577,18,353,58,393,189,829,168,5196,415,6418
2022,Drena,1,37,4,183,5,220,9,42,53,356,67,618
2022,Dro,5,254,16,769,21,1023,36,151,175,709,232,1883
2022,Fai della Paganella,14,759,8,143,22,902,108,492,390,156,520,1550
2022,Fiavè,4,153,4,61,8,214,25,97,201,1117,234,1428
2022,Fierozzo0Vlarötz,1,16,2,49,3,65,4,22,57,247,64,334
2022,Folgaria,42,303,23,1198,65,4228,596,2661,2752,9279,3413,16168
2022,Fornace,0,0,0,0,0,0,1,4,59,405,60,409
2022,Frassilongo0Garait,2,40,3,22,5,62,9,84,64,234,78,380
2022,Garniga Terme,1,63,1,13,2,76,9,29,175,359,186,464
2022,Giovo,2,74,5,42,7,116,7,30,57,114,71,260
2022,Giustino,7,416,7,147,14,563,87,368,784,2594,885,3525
2022,Grigno,1,28,3,73,4,101,1,4,186,988,191,1093
2022,Imer,4,117,6,450,10,567,37,155,139,439,186,1161
2022,Isera,0,0,6,66,6,66,4,18,152,868,162,952
2022,Lavarone,22,1048,13,777,35,1825,158,687,1651,7128,1844,9640
2022,Lavis,4,225,12,224,16,449,6,34,66,204,88,687
2022,Ledro,28,960,47,3829,75,4789,419,1821,1566,6149,2060,12759
2022,Levico Terme,35,3011,27,4665,62,7676,173,699,767,2662,1002,11037
2022,Livo,0,0,1,14,1,14,8,26,53,255,62,295
2022,Lona0Lases,0,0,0,0,0,0,2,10,50,105,52,115
2022,Luserna0Lusérn,0,0,1,24,1,24,4,18,126,652,131,694
2022,Madruzzo,1,50,5,75,6,125,34,137,204,408,244,670
2022,Malé,7,527,10,110,17,637,53,240,384,1831,454,2708
2022,Massimeno,0,0,2,30,2,30,47,223,133,523,182,776
2022,Mazzin0Mazin,11,729,10,300,21,1029,137,594,960,3006,1118,4629
2022,Mezzana,14,196,14,229,28,425,393,1762,1409,2408,1830,4595
2022,Mezzano,4,161,6,156,10,317,91,389,156,527,257,1233
2022,Mezzocorona,4,173,12,135,16,308,1,3,26,81,43,392
2022,Mezzolombardo,1,25,10,74,11,99,6,16,8,24,25,139
2022,Moena0Moena,54,3286,12,250,66,3536,390,1839,1087,4412,1543,9787
2022,Molveno,37,2388,16,977,53,3365,289,1268,357,1219,699,5852
2022,Mori,1,19,14,232,15,251,19,78,275,1518,309,1847
2022,Nago0Torbole,50,3059,44,1878,94,4937,204,806,362,1065,660,6808
2022,Nogaredo,0,0,2,31,2,31,3,17,85,570,90,618
2022,Nomi,0,0,0,0,0,0,0,0,39,284,39,284
2022,Novaledo,0,0,0,0,0,0,3,10,49,369,52,379
2022,Novella,3,105,18,311,21,416,43,198,95,546,159,1160
2022,Ospedaletto,0,0,2,6,2,6,0,0,42,303,44,309
2022,Ossana,5,252,8,1021,13,1273,25,116,702,2777,740,4166
2022,Palù del Fersina0Palai en Bersntol,1,24,1,24,2,48,12,66,86,307,100,421
2022,Panchià,6,327,1,6,7,333,21,91,207,621,235,1045
2022,Peio,25,1489,15,962,40,2451,152,675,1109,3559,1301,6685
2022,Pellizzano,3,155,8,205,11,360,38,180,492,2461,541,3001
2022,Pelugo,0,0,2,138,2,138,16,65,118,506,136,709
2022,Pergine Valsugana,10,483,17,1296,27,1779,85,333,642,28,754,2140
2022,Pieve di Bono0Prezzo,2,41,3,114,5,155,9,39,212,1031,226,1225
2022,Pieve Tesino,1,16,20,1544,21,156,23,156,469,2587,513,2899
2022,Pinzolo,92,6298,42,1791,134,8089,870,3783,2555,7567,3559,19439
2022,Pomarolo,0,0,1,54,1,54,5,20,78,458,84,532
2022,Porte di Rendena,2,81,4,443,6,524,16,73,598,2783,620,3380
2022,Predaia,6,373,29,678,35,1051,150,598,1002,5187,1187,6836
2022,Predazzo,22,1639,19,1943,41,3582,272,122,1462,4388,1775,8092
2022,Primiero San Martino di Castrozza,72,4765,36,1747,108,6512,674,2775,135,4653,917,13940
2022,Rabbi,4,204,25,629,29,833,69,327,547,2462,645,3622
2022,Riva del Garda,74,6182,103,3973,177,10155,471,1855,1015,2995,1663,15005
2022,Romeno,4,152,7,142,11,294,21,86,391,2257,423,2637
2022,Roncegno Terme,6,369,7,134,13,503,38,165,168,705,219,1373
2022,Ronchi Valsugana,1,20,0,0,1,20,10,43,131,523,142,586
2022,Ronzo0Chienis,2,60,3,31,5,91,15,57,203,1313,223,1461
2022,Ronzone,4,184,3,45,7,229,12,63,463,1995,482,2287
2022,Roverè della Luna,1,24,3,19,4,43,0,0,35,92,39,135
2022,Rovereto,6,499,37,754,43,1253,54,177,709,2578,806,4008
2022,Ruffrè0Mendola,2,68,3,171,5,239,28,114,473,1791,506,2144
2022,Rumo,2,110,5,74,7,184,24,100,252,1384,283,1668
2022,Sagron Mis,1,43,3,52,4,95,9,36,89,363,102,494
2022,Samone,1,25,0,0,1,25,3,11,58,329,62,365
2022,San Giovanni di Fassa0Sen Jan,78,4674,74,3592,152,8266,558,257,1374,5669,2084,14192
2022,San Lorenzo Dorsino,9,501,13,416,22,917,34,155,404,2133,460,3205
2022,San Michele all'Adige,2,71,8,98,10,169,0,0,45,111,55,280
2022,Sant'Orsola Terme,1,68,6,68,7,136,26,100,90,380,123,616
2022,Sanzeno,1,39,2,22,3,61,4,16,41,221,48,298
2022,Sarnonico,5,334,2,470,7,804,14,47,220,1046,241,1897
2022,Scurelle,1,20,10,177,11,197,3,13,92,450,106,660
2022,Segonzano,1,75,7,164,8,239,6,39,177,552,191,830
2022,Sella Giudicarie,10,520,3,90,13,610,43,165,613,2372,669,3147
2022,Sfruz,1,25,3,86,4,111,14,63,232,1179,250,1353
2022,Soraga di Fassa0Soraga,18,956,6,98,24,1054,132,578,181,637,337,2269
2022,Sover,1,48,2,40,3,88,10,45,156,307,169,440
2022,Spiazzo,4,108,7,270,11,378,29,124,770,3047,810,3549
2022,Spormaggiore,3,58,6,80,9,138,18,86,71,220,98,444
2022,Sporminore,2,39,3,29,5,68,0,0,29,185,34,253
2022,Stenico,3,365,12,419,15,784,27,114,390,2666,432,3564
2022,Storo,2,101,2,25,4,126,7,26,178,993,189,1145
2022,Strembo,2,48,3,69,5,117,6,20,319,1471,330,1608
2022,Telve,2,58,12,328,14,386,13,67,218,838,245,1291
2022,Telve di Sopra,0,0,0,0,0,0,8,25,56,218,64,243
2022,Tenna,3,153,2,19,5,172,36,136,81,369,122,677
2022,Tenno,8,330,19,547,27,877,79,362,287,1191,393,2430
2022,Terragnolo,0,0,0,0,0,0,2,8,313,954,315,962
2022,Terre d'Adige,0,0,5,42,5,42,1,8,40,88,46,138
2022,Terzolas,1,93,2,42,3,135,6,24,80,380,89,539
2022,Tesero,12,1037,17,563,29,16,102,470,523,1566,654,2052
2022,Tione di Trento,3,55,6,49,9,104,23,101,345,1633,377,1838
2022,Ton,0,0,5,49,5,49,10,44,77,379,92,472
2022,Torcegno,1,46,3,279,4,325,5,30,127,635,136,990
2022,Trambileno,0,0,1,85,1,85,0,0,180,1201,181,1286
2022,Tre Ville,12,746,10,481,22,1227,93,388,1002,2809,1117,4424
2022,Trento,35,3665,138,2551,173,6216,320,1135,128,369,621,7720
2022,Valdaone,4,81,26,639,30,720,8,34,89,533,127,1287
2022,Valfloriana,0,0,4,63,4,63,9,43,102,304,115,410
2022,Vallarsa,5,143,2,12,7,155,0,0,625,2596,632,2751
2022,Vallelaghi,6,206,7,640,13,846,29,116,134,340,176,1302
2022,Vermiglio,28,2062,21,960,49,3022,117,541,1269,3151,1435,6714
2022,Vignola0Falesina,3,109,2,17,5,126,4,19,141,489,150,634
2022,Villa Lagarina,1,23,8,215,9,238,3,9,393,1898,405,2145
2022,Ville d'Anaunia,4,94,14,187,18,281,35,135,227,1492,280,1908
2022,Ville di Fiemme,12,766,20,827,32,1593,167,749,1406,4213,1605,6555
2022,Volano,0,0,0,0,0,0,1,5,107,545,108,550
2022,Ziano di Fiemme,8,566,6,53,14,619,85,383,549,1642,648,2644
2022,Provincia,142,90459,1853,77267,3273,167726,12126,52544,64943,248456,80342,468726
2023,Ala,5,146,15,688,20,834,12,58,203,907,235,1799
2023,Albiano,0,0,0,0,0,0,2,6,32,71,34,77
2023,Aldeno,0,0,1,5,1,5,0,0,49,119,50,124
2023,Altavalle,0,0,7,96,7,96,26,108,90,262,123,466
2023,Altopiano della Vigolana,6,278,11,156,17,434,71,280,404,1929,492,2643
2023,Amblar0Don,1,25,4,52,5,77,34,152,196,928,235,1157
2023,Andalo,61,4651,15,561,76,5212,369,1592,629,2516,1074,9320
2023,Arco,20,1371,115,6061,135,7432,392,1539,849,2848,1376,11819
2023,Avio,1,25,6,172,7,197,6,26,114,688,127,911
2023,Baselga di Pinè,14,674,14,655,28,1329,303,1161,1002,3324,1333,5814
2023,Bedollo,4,250,8,587,12,837,50,202,213,854,275,1893
2023,Besenello,1,19,2,10,3,29,9,27,108,642,120,698
2023,Bieno,1,25,1,6,2,31,2,16,264,1294,268,1341
2023,Bleggio Superiore,1,18,10,198,11,216,24,92,442,2085,477,2393
2023,Bocenago,1,30,1,4,2,34,33,131,411,1512,446,1677
2023,Bondone,1,19,2,244,3,263,4,21,96,368,103,652
2023,Borgo Chiese,3,101,4,64,7,165,6,22,207,942,220,1129
2023,Borgo d'Anaunia,10,650,15,365,25,1015,85,331,628,299,738,1645
2023,Borgo Lares,1,25,1,82,2,107,10,42,90,518,102,667
2023,Borgo Valsugana,1,19,19,494,20,513,32,169,180,898,232,1580
2023,Brentonico,10,747,23,2143,33,289,43,160,1708,723,1784,1172
2023,Bresimo,1,41,3,49,4,90,6,39,38,252,48,381
2023,Caderzone Terme,4,188,9,211,13,399,53,229,505,1767,571,2395
2023,Calceranica al Lago,4,125,14,3767,18,3892,70,287,196,818,284,4997
2023,Caldes,2,63,7,117,9,180,15,90,171,784,195,1054
2023,Caldonazzo,6,252,10,1627,16,1879,55,240,290,1233,361,3352
2023,Calliano,1,83,1,22,2,105,5,12,112,491,119,608
2023,Campitello di Fassa0Ciampedel,35,2329,30,1124,65,3453,241,1175,445,923,751,5551
2023,Campodenno,0,0,6,72,6,72,6,37,78,506,90,615
2023,Canal San Bovo,4,104,6,88,10,192,95,396,992,3907,1097,4495
2023,Canazei0Ćianacëi,86,4754,83,2405,169,7159,391,1864,1059,2788,1619,11811
2023,Capriana,1,76,3,25,4,101,5,26,104,309,113,436
2023,Carisolo,9,408,7,363,16,771,175,749,1033,3838,1224,5358
2023,Carzano,0,0,4,30,4,30,0,0,19,102,23,132
2023,Castel Condino,0,0,1,8,1,8,10,45,66,375,77,428
2023,Castel Ivano,2,89,10,98,12,187,15,64,250,1545,277,1796
2023,Castello Tesino,6,186,10,632,16,818,69,350,704,2692,789,3860
2023,Castello0Molina di Fiemme,6,422,12,152,18,574,77,370,386,1156,481,2100
2023,Castelnuovo,0,0,4,60,4,60,0,0,16,112,20,172
2023,Cavalese,27,1797,21,595,48,2392,343,1674,1181,3539,1572,7605
2023,Cavareno,6,289,5,142,11,431,46,209,558,2529,615,3169
2023,Cavedago,4,231,6,85,10,316,47,198,353,1412,410,1926
2023,Cavedine,0,0,7,208,7,208,12,52,134,268,153,528
2023,Cavizzana,0,0,1,7,1,7,2,13,27,123,30,143
2023,Cembra Lisignago,3,119,4,47,7,166,5,20,73,146,85,332
2023,Cimone,0,0,0,0,0,0,1,4,94,230,95,234
2023,Cinte Tesino,0,0,2,58,2,58,8,46,214,1179,224,1283
2023,Cis,0,0,2,20,2,20,1,29,12,74,15,123
2023,Civezzano,0,0,2,14,2,14,7,32,146,826,155,872
2023,Cles,2,87,12,183,14,270,31,106,209,1179,254,1555
2023,Comano Terme,8,625,23,527,31,1152,167,664,522,2319,720,4135
2023,Commezzadura,12,715,12,214,24,929,49,233,419,1977,492,3139
2023,Contà,1,20,3,64,4,84,11,49,57,367,72,500
2023,Croviana,0,0,4,103,4,103,36,200,89,325,129,628
2023,Dambel,0,0,0,0,0,0,1,3,57,420,58,423
2023,Denno,1,42,1,16,2,58,5,20,48,362,55,440
2023,Dimaro Folgarida,40,3414,18,352,58,3766,217,979,168,5196,443,9941
2023,Drena,1,37,4,183,5,220,11,52,53,356,69,628
2023,Dro,5,254,15,987,20,1241,32,129,175,709,227,2079
2023,Fai della Paganella,14,759,9,146,23,905,110,504,390,156,523,1565
2023,Fiavè,4,153,7,189,11,342,23,92,201,1117,235,1551
2023,Fierozzo0Vlarötz,1,16,1,9,2,25,6,33,57,247,65,305
2023,Folgaria,45,3115,24,1574,69,4689,626,2788,2752,9279,3447,16756
2023,Fornace,1,11,0,0,1,11,1,4,59,405,61,420
2023,Frassilongo0Garait,2,40,3,22,5,62,10,90,64,234,79,386
2023,Garniga Terme,1,63,1,13,2,76,6,21,175,359,183,456
2023,Giovo,1,52,6,45,7,97,6,26,57,114,70,237
2023,Giustino,7,416,7,147,14,563,88,366,784,2594,886,3523
2023,Grigno,2,50,3,73,5,123,1,4,186,988,192,1115
2023,Imer,4,117,7,454,11,571,32,133,139,439,182,1143
2023,Isera,0,0,6,66,6,66,4,18,152,868,162,952
2023,Lavarone,22,1068,13,799,35,1867,172,750,1651,7128,1858,9745
2023,Lavis,4,225,12,224,16,449,10,50,66,204,92,703
2023,Ledro,29,975,51,406,80,5035,378,1639,1566,6149,2024,12823
2023,Levico Terme,33,2835,27,4701,60,7536,206,823,767,2662,1033,11021
2023,Livo,0,0,2,23,2,23,8,26,53,255,63,304
