,comune,anno,valore,valore_letti,lat,lon
281,CONTÀ,2020,0.75,0.35502958579881655,NaN,NaN
282,CONTÀ,2021,0.75,0.36585365853658536,NaN,NaN
283,CONTÀ,2022,0.6,0.27586206896551724,NaN,NaN
284,CONTÀ,2023,0.7333333333333333,0.3684210526315789,NaN,NaN
285,CROVIANA,2019,0.9333333333333333,0.7506053268765133,NaN,NaN
286,CROVIANA,2020,0.9333333333333333,0.7506053268765133,NaN,NaN
287,CROVIANA,2021,0.9333333333333333,0.7506053268765133,NaN,NaN
288,CROVIANA,2022,0.8974358974358975,0.6484641638225256,NaN,NaN
289,CROVIANA,2023,0.9,0.6600660066006601,NaN,NaN
290,DAIANO,2019,0.9152542372881356,0.5213414634146342,NaN,NaN
291,DAIANO,2020,0.0,0.0,NaN,NaN
292,DAIANO,2021,0.0,0.0,NaN,NaN
293,DAIANO,2022,0.0,0.0,NaN,NaN
294,DAIANO,2023,0.0,0.0,NaN,NaN
295,DAMBEL,2019,1.0,1.0,NaN,NaN
296,DAMBEL,2020,1.0,1.0,NaN,NaN
297,DAMBEL,2021,1.0,1.0,NaN,NaN
298,DAMBEL,2022,1.0,1.0,NaN,NaN
299,DAMBEL,2023,1.0,1.0,NaN,NaN
300,DENNO,2019,0.25,0.009708737864077669,NaN,NaN
301,DENNO,2020,0.25,0.009708737864077669,NaN,NaN
302,DENNO,2021,0.3333333333333333,0.01694915254237288,NaN,NaN
303,DENNO,2022,0.7142857142857143,0.2564102564102564,NaN,NaN
304,DENNO,2023,0.7142857142857143,0.2564102564102564,NaN,NaN
305,DIMARO FOLGARIDA,2019,0.9302059496567505,0.49844275569951413,NaN,NaN
306,DIMARO FOLGARIDA,2020,0.9302059496567505,0.49517326732673267,NaN,NaN
307,DIMARO FOLGARIDA,2021,0.9344827586206896,0.5003751875937968,NaN,NaN
308,DIMARO FOLGARIDA,2022,0.7651821862348178,0.6783960720130933,NaN,NaN
309,DIMARO FOLGARIDA,2023,0.7890909090909091,0.20632244467860905,NaN,NaN
310,DRENA,2019,0.5384615384615384,0.12648221343873517,NaN,NaN
311,DRENA,2020,0.5714285714285714,0.1411764705882353,NaN,NaN
312,DRENA,2021,0.5833333333333334,0.12698412698412698,NaN,NaN
313,DRENA,2022,0.6428571428571429,0.16030534351145037,NaN,NaN
314,DRENA,2023,0.6875,0.19117647058823528,NaN,NaN
315,DRO,2019,0.5094339622641509,0.08583333333333333,NaN,NaN
316,DRO,2020,0.559322033898305,0.11156022635408246,NaN,NaN
317,DRO,2021,0.54,0.09035087719298246,NaN,NaN
318,DRO,2022,0.631578947368421,0.12862010221465076,NaN,NaN
319,DRO,2023,0.6153846153846154,0.09416058394160584,NaN,NaN
320,FAEDO,2019,0.0,0.0,NaN,NaN
321,FAEDO,2020,0.0,0.0,NaN,NaN
